ID;Deal ID;Data source type;URL;File;Publication title;Date;Name;Organisation;Email;Phone;Open Contracting ID;Comment on data source
HxmH7wjq;182;Company sources;http://www.yayasansimedarby.com/scholarship/scholarship-information-malaysia/minamas-%E2%80%93-sime-darby-scholarship-programme;uploads/7-minamas-sime-darby-scholarship-programme-scholarship-information-malaysia-_-yayasan-sime-darby.pdf;;;;;;;;access date: 2020-09-07
DJkhaJut;182;Media report;https://www.riauonline.co.id/riau/kota-pekanbaru/read/2018/03/01/minamas-plantation-serahkan-beasiswa-ke-18-siswa-indonesia;uploads/8-minamas-plantation-gives-scholarships-to-18-indonesian-students.pdf;Minamas Plantation Gives Scholarships To 18 Indonesian Students;2018-03-01;;;;;;
Pu_sLlwP;182;Media report;http://agroindonesia.co.id/2020/05/minamas-plantation-bersama-forwatan-bagikan-bantuan-sosial/;uploads/9-minamas-plantation-with-forwatan-distributes-social-assistance-agroindonesia.pdf;Minamas Plantation with FORWATAN Distributes Social Assistance;2020-05-30;;;;;;
y-m9SGgE;182;Media report;https://www.ajnn.net/news/kebun-plasma-minamas-plantation-komit-patuhi-aturan-pemerintah/index.html;uploads/10-minamas-plantation-plasma-plantation-commits-to-comply-with-government-regulations.pdf;Minamas Plantation Plasma Plantation Commits to Comply with Government Regulations;2018-01-25;;;;;;
GmNFIq0_;182;Other;https://id.jobstreet.com/companies/minamas-gemilang-168555143059691#:~:text=Sime%20Darby%20Plantation%20in%20IndonesiaSime%20Darby%20Plantation%27s,ha%2C%20of%20which%20about%2080%25%20is%20mature.In;uploads/id.jobstreet.com-Minamas Gemilang Company Profile.pdf;Jobstreet page of the company;;;;;;;Last access date: 2025 August 24
aCMPB6UJ;182;Media report;https://mediaperkebunan-id.translate.goog/dukung-pemerintah-minamas-plantation-serahkan-hgu-untuk-alokasi-tora/?_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp;uploads/mediaperkebunan-id.translate.goog-In support of the government Minamas Plantation handed over its HGU land use permit for the Tora allo.pdf;In support of the government, Minamas Plantation handed over its HGU (land use permit) for the Tora allocation.;2023;;;;;;
FZcO7Z3V;182;Company sources;https://www.insage.com.my/Upload/Docs/SDG/SD%20Guthrie%20Integrated%20Report%202024.pdf#view=Full;uploads/SD Guthrie Integrated Report 2024_RnaPeb3.pdf;Annual Report of 2024 ;;;;;;;
AZylgEfp;191;Company sources;http://www.indofoodagri.com/business.html;uploads/indofoodagricombusinesshtml.pdf;;2013-02-27;;;;;;Accessed: 16:10:2013
mOVKDxPb;191;Company sources;http://www.indofoodagri.com/index.html;uploads/indofoodagricomindexhtml.pdf;;;;;;;;Accessed: 16:10:2013
WBOMh-7t;191;Company sources;http://www.indofoodagri.com/plantation-division.html;;;;;;;;;access date: 2020-09-08
_Pl7Gh8r;191;Company sources;http://www.indofoodagri.com/about_history.html;uploads/indofoodagricomabout_historyhtml.pdf;;;;;;;;Accessed: 16:10:2013
iUkViixR;191;Company sources;http://www.simp.co.id/InvestorRelation/AnnualReport.aspx;uploads/annualreport374.pdf;;2012-12-31;;;;;;
Xot3tDiT;191;Company sources;http://indofoodagri.listedcompany.com/misc/ar2012.pdf;uploads/ar20127.pdf;;2013-10-16;;;;;;
tVB5GH-O;191;Company sources;http://indofoodagri.listedcompany.com/misc/ar2014.pdf;uploads/indofoodagrilistedcompanycommiscar2014pdf.pdf;;2014-12-31;;;;;;
UCFZF4_r;191;Research Paper / Policy Report;https://chainreactionresearch.com/the-chain-rspo-sanctions-indofood-agri-subsidiary-for-labour-violations/;uploads/2-the-chain_-rspo-sanctions-indofood-agri-subsidiary-for-labour-violations-_-chain-reaction-research-_-sustainability-risk-analysis.pdf;The Chain: RSPO Sanctions Indofood Agri Subsidiary for Labour Violations;2018-11-09;;;;;;
1vNTCMbA;191;Research Paper / Policy Report;https://chainreactionresearch.files.wordpress.com/2017/02/indofood-and-first-pacific-crr-170207.pdf;uploads/3-crr-report-indofood-sm-first-pacific-and-first-pacific.pdf;Indofood Sukses Makmur and First Pacific: Financial Risks from Upstream Investments;2017-02-07;;;;;;
E0mYbfOi;191;Research Paper / Policy Report;https://forestsandfinance.org/blog/asian-banks-increase-financing-of-rogue-palm-oil-company-indofood/;uploads/4-asian-banks-increase-financing-of-rogue-palm-oil-company-indofood-filling-void-left-by-citi-rabobank-and-standard-chartered-loan-cancellations-forests-finance.pdf;Asian banks increase financing of rogue palm oil company Indofood, filling void left by Citi, Rabobank and Standard Chartered loan cancellations;;;;;;;access date: 2020-09-08
jiJdA3eN;191;Research Paper / Policy Report;https://www.nationalgeographic.com/news/2016/06/palm-oil-labor-exploitation-indonesia/;uploads/5-palm-oils-human-cost-alleged-in-new-report.pdf;Palm Oil's Human Cost Alleged in New Report;2016-06-08;;;;;;
wKZ_SwtN;191;Company sources;http://indofoodagri.listedcompany.com/misc/ar2019.pdf;;Capturing Value Through Integration;2019-12-31;;;;;;Indofood Agri Annual Report 2019
1hGheWq-;191;Company sources;http://www.indofoodagri.com/plantation-division.html;uploads/indoagri-__-our-business.pdf;Plantation Division;2020-12-28;;;;;;accessed 2020-12-28
ioqoTU7I;191;Company sources;https://investor.indofoodagri.com/misc/IndoAgri_SR_2024.pdf;;Sustainability Report;2024;;;;;;
zivymRFG;191;Company sources;https://investor.indofoodagri.com/misc/IndoAgri-AR2024.pdf;;;2024;;;;;;Annual Report
cYZIonvy;195;Company sources;http://thisisnoble.com/index.php?option=com_content&view=article&id=1048%3Anoble-invests-in-palm-oil-origination-in-indonesia-&catid=21%3Aannouncements&Itemid=110&lang=en&device=desktop;uploads/thisisnoblecomindexphpoptioncom_contentviewarticleid10483anoble-invests-in-palm-oil-origination-in-indonesia-catid213aannouncementsitemid110langendevicedesktop.pdf;;2010-06-10;;;;;;"Company website

Accessed by August 2021"
v4UvuTzF;195;Media report;;uploads/mildamelanesiaorgnewsbeleaguered-west-papuans-left-count-cost-indonesias-palm-oil-boom.pdf;;2012-05-21;;;;;;"URL no longer working http://mildamelanesia.org/news/beleaguered-west-papuans-left-count-cost-indonesias-palm-oil-boom

Accessed by August 2021"
DUajum0T;195;Company sources;http://english.klp.no/polopoly_fs/1.31196.1434009821!/menu/standard/file/Noble%20Group%20Ltd%20%20beslutning%20om%20uttrekk%2001062015%20ENG.pdf;uploads/englishklpnopolopoly_fs1311961434009821menustandardfilenoble20group20ltd2020beslutning20om20uttrekk200106201520engpdf.pdf;;2015-06-01;;;;;;Accessed by August 2021
0XGcM5xX;195;Company sources;http://www.thisisnoble.com/ar2012/pdfs/BackSection.pdf;uploads/thisisnoblecomar2012pdfsbacksectionpdf.pdf;;2012-12-31;;;;;;Accessed by August 2021
FCvxx95h;195;Media report;http://www.eia-international.org/west-papuas-big-palm-oil-plantations-rip-off;uploads/eia-internationalorgwest-papuas-big-palm-oil-plantations-rip-off.pdf;West Papua's big palm oil plantations rip-off;2012-05-17;;;;;;Accessed by August 2021
EgSiNucR;195;Research Paper / Policy Report;http://www.eia-international.org/wp-content/uploads/EIA-Clear-Cut-Exploitation-FINAL-v2.pdf;uploads/eia-internationalorgwp-contentuploadseia-clear-cut-exploitation-final-v2pdf.pdf;CLEAR-CUT EXPLOITATIONHow International Investors & REDD+Donors Profit from Deforestation in West Papua;2012-05-01;;;;;;Accessed by August 2021
7PZSwk46;195;Other;https://ejatlas.org/conflict/noble-group-plans-palm-oil-plantations-in-papua-indonesia;uploads/sejatlasorgconflictnoble-group-plans-palm-oil-plantations-in-papua-indonesia.pdf;;2014-06-24;;;;;;"online database

Accessed by August 2021"
d8wOhvs0;195;Company sources;https://www.rspo.org/acop/2017/noble-plantations-pte-ltd/NoblePlantationsOct2017.pdf;uploads/nobleplantationsoct2017.pdf;;;;;;;;"Sustainability report

Accessed by August 2021"
09JWAV4I;195;Media report;https://awasmifee.potager.org/?p=1413;;Indigenous people and activists demonstrate against oil palm expansion in Sorong;2016-05-24;;;;;;Accessed by August 2021
4IPEmpp4;195;Media report;https://www.palmoilmagazine.com/hot-news/2024/09/07/90-percent-of-palm-oil-plantations-in-papua-abandoned-used-as-collateral-for-banks/?utm_source=chatgpt.com;uploads/palmoilmagazine.com-90 Percent of Palm Oil Plantations in Papua Abandoned Used as Collateral for Banks.pdf;90 Percent of Palm Oil Plantations in Papua Abandoned, Used as Collateral for Bank;2024;;;;;;
hPCCXfr_;195;Research Paper / Policy Report;https://ejournal.unsrat.ac.id/index.php/agrirud/article/view/26266/25892;uploads/document_BnaJ3Sl.pdf;KAJIAN PEKERJA PEREMPUAN PADA PERUSAHAAN PERKEBUN KELAPA SAWIT DI DISTRIK KLASAFET KABUPATEN SORONG (STUDI KASUS: PT. HENRISON INTI PERSADA);2019-10;;;;;;Google translated version
fvNbdYcR;206;Media report;http://farmlandgrab.org/post/view/2943;uploads/farmlandgrab.org _ Japan to promote farm investment overseas for food security.pdf;Japan to promote farm investment overseas for food security;2009-04-27;;;;;;
pT_mvfj2;206;Company sources;http://www.toyota-tsusho.com/english/press/detail/140703_002657.html;uploads/toyota-tsushocomenglishpress_past200820080626_1html.pdf;Kazyna and Toyota Tsusho signed mutual cooperation MOU;2008-06-26;;;;;;
NME1JN5T;206;Media report;https://in.marketscreener.com/news/latest/Toyota-Tsusho-Invests-in-Koktem-EA-an-Agricultural-Corporation-First-entry-into-the-country-s-ag-18679210/;uploads/Toyota Tsusho _ Invests in Koktem EA, an Agricultural Corporation -First entry into the country's agricultural industry- _ MarketScreener India.pdf;Toyota Tsusho : Invests in Koktem EA, an Agricultural Corporation -First entry into the country's agricultural industry;2014-07-03;;;;;;
5HOItMBj;253;Company sources;http://www.kslgroup.com/files/pdf/set-anounment/KSLAnnual%20Report2561EN.pdf;uploads/kslsugarcomenproduct.pdf;KSL 2018 Annual Report;2018;;;;;;
EVNrSCPB;253;Company sources;http://www.kslsugar.com/contents/files/annualreport/annualreport-en-11032013-080914-354037.pdf;uploads/kslsugarcomcontentsfilesannualreportannualreport-en-11032013-080914-354037pdf.pdf;KSL 2012 Annual Report;2012;;;;;;
DZ0E8xM6;253;Company sources;http://www.56-1.com/reports/KSL/KSL_13F561_en.pdf;uploads/56-1comreportskslksl_13f561_enpdf.pdf;Annual Information Disclosure Form 56-1 As of October 31, 2013  (Unofficial Translation);2013-10-31;;;;;;
_wOBkvTH;253;Company sources;https://www.facebook.com/SSCSUGAROFFICAL;uploads/Facebook_AMDvuw2.pdf;SSC ນ້ຳຕານສະຫວັນ. - Official FB Page;2023-10-20;;Facebook;;;;
wh5DuvNS;253;Media report;https://greatermekongagriculture.wordpress.com/2012/06/08/savannakhet-factory-hopes-to-satisfy-eus-sweet-tooth/;uploads/Savannakhet Factory Hopes to Satisfy EU’s Sweet Tooth _ Greater Mekong Agriculture.pdf;SAVANNAKHET FACTORY HOPES TO SATISFY EU’S SWEET TOOTH;2023-06-08;;Vientiane Times;;;;
sHGG_imr;253;Company sources;https://www.kslgroup.com/index.php/en/investor-relations/publications;uploads/KSLAnnual2021EN.pdf;KSL Group Annual Report 2021;2021;;KSL Group;;;;
DVsWmjXn;268;Research Paper / Policy Report;http://www2.gtz.de/wbf/4tDx9kw63gma/gtz2010-0062en-foreign-direct-investment-lao.pdf;uploads/2gtzdewbf4tdx9kw63gmagtz2010-0062en-foreign-direct-investment-laopdf.pdf;Foreign Direct Investment (FDI) in Land in the Lao PDR;2009-01-01;;;;;;Contains general details of the company's investment in Lao in 2009.
ZAO3I4T5;268;Research Paper / Policy Report;http://www.biomass-asia-workshop.jp/biomassws/05workshop/program/03_Paritud.pdf;uploads/biomass-asia-workshopjpbiomassws05workshopprogram03_paritudpdf.pdf;Status of Biofuel in GMS;2008-12-04;;;;;;States that Mitr Phol Group has 48,000 acres of land for sugarcane plantation.
XKPGWD45;268;Media report;http://www.bangkokpost.com/business/news/576095/mitr-phol-growing-in-laos;uploads/bangkokpostcombusinessnews576095mitr-phol-growing-in-laos_qzNJCAN.pdf;Mitr Phol growing in Laos;2015-05-29;;Bangkok Post;;;;Cites Mitr Phol's plans to expand further its business in Laos.
TlnjzB-d;268;Media report;http://www.bdo-thaitax.com/bdo/in-the-news/49;uploads/bdo-thaitaxcombdoin-the-news49.pdf;Sweet Success Ahead;2010-02-08;;;;;;Documents the company's ventures in Laos in 2010.
6el3qYO9;268;Research Paper / Policy Report;http://www.trisrating.com/en/pdf/announcement/MPSC9-e-290114.pdf;uploads/trisratingcomenpdfannouncementmpsc56-e-170914pdf_WH7fmtW.pdf;Mitr Phol Sugar Corporation Ltd;2014-01-29;;;;;;Provides general information about the company.
heVMLdLy;268;Research Paper / Policy Report;http://www.fao.org/uploads/media/Role%20of%20contract%20farming%20in%20rural%20farm%20Laos.pdf;uploads/faoorguploadsmediarole20of20contract20farming20in20rural20farm20laospdf_gQT11Bt.pdf;The Impacts of Contract Farming on Rural Farm Households, Lao PDR;2013-09-24;;;;;;Documents that in 2013, at least 7517 hectares are owned by the company. It also states that the company received 10,000 hectares of concession land from the government.
Pl6xCMyf;268;Research Paper / Policy Report;http://www.iisd.org/pdf/2012/business_models_ag_investment_laos.pdf;uploads/iisdorgpdf2012business_models_ag_investment_laospdf_panDHpr.pdf;Business Models for Foreign Investment in Agriculture In Laos;2012-01-01;;;;;;Provides wide range of information about the company.
baazl9Xr;268;Media report;https://www.straitstimes.com/business/companies-markets/mitr-phol-maximising-use-of-land-facilities-to-attain-sweet-success;uploads/Mitr Phol maximising use of land, facilities to attain sweet success _ The Straits Times.pdf;Mitr Phol maximising use of land, facilities to attain sweet success;2017-08-11;;;;;;One of the sources that state that the company engage in biofuel production and produces electricity through its biomass power plant.
8M6pblBN;268;Media report;https://www.tateandlyle.com/news/tate-lyle-announces-investment-sugar-joint-venture-people-s-democratic-republic-lao;uploads/mitr-lao-sugar-company.pdf;Tate & Lyle announces investment in sugar joint venture in the People’s Democratic Republic of Lao;2007-08-15;;;;;;This article provides information added in Investor info under Comment on investment chain.
AIg6S4ku;268;Media report;;uploads/Chemical use in sugarcane plantation in Savannakhet_RFA Lao.pdf;Chemical use in sugarcane plantation in Savannakhet;;;RFA Lao;;;;
xgIA9Nqv;268;Media report;;uploads/Company aims to do organic sugarcane plantation_2019.pdf;Company aims to do organic sugarcane plantation_2019;;;;;;;
HAiOzHaT;268;Research Paper / Policy Report;;uploads/lao_esea_sugar_plantations_saravan_province_2011_aC7Dx9s.pdf;Assessment of Economic, Social and Environmental Costs and Benefits of Mitr Lao Sugar Plantation and Factory: Case Study in Savannakhet Province;;;UNDP;;;;
GuS1wHHo;268;Media report;;uploads/Laos sugar output to rise as Thai firms move in _ Reuters.pdf;Laos sugar output to rise as Thai firms move in;;;Reuters;;;;
ULsWffvl;268;Company sources;;uploads/Low yields sour Savannakhet sugarcane farmers’ prospects _ Open Development Mekong.pdf;Low yields sour Savannakhet sugarcane farmers’ prospects;;;OpenDevelopment Mekong;;;;
OsVGtjuu;268;Other;;uploads/Mitr Phol begins production in Laos, to expand plantations - Samakomlao Main.pdf;Mitr Phol begins production in Laos, to expand plantations;;;;;;;
VMI4BuFM;268;Media report;;uploads/Mitr Phol growing in Laos.pdf;Mitr Phol growing in Laos;;;;;;;
_OenRV1m;268;Media report;;uploads/Mitr Phol Maximising Use of Land, Facilities to Attain Sweet Success _ Sugar Asia Magazine.pdf;Mitr Phol Maximising Use of Land, Facilities to Attain Sweet Success;;;Sugar Asia;;;;
U5tr6pI1;268;Company sources;;uploads/Rainy season halts production at sugar factory_Info for export to Vietnam.pdf;Rainy season halts production at sugar factory;;;VietStock;;;;
2x0Hxvwi;268;Other;;uploads/Role of contract farming in rural farm Laos_FAO.pdf;THE IMPACTS OF CONTRACT FARMING ON RURAL FARM  HOUSEHOLDS, LAO PDR.*;;;;;;;Contract Farming details
R-q-d4SE;268;Other;https://www.oxfam.org/en/upholding-rights-small-sugar-cane-farmers-laos;uploads/Upholding the rights of small sugar cane farmers in Laos _ Oxfam International.pdf;Upholding the rights of small sugar cane farmers in Laos;;;Oxfam International;;;;
Q_HagMwn;274;Company sources;http://www.plantheon.co.th/business-paksong.html;uploads/plantheoncothbusiness-paksonghtml.pdf;Our Business;;;;;;;Contains information about Paksong Highland Limited's investment in Lao PDR.
7BKHNwvE;274;Media report;http://farmlandgrab.org/6202;uploads/farmlandgrab.org _ Existing laws seen adequate to prevent foreign exploitation;Existing laws seen adequate to prevent foreign exploitation;2009-07-13;;;;;;Discusses how Thailand views foreign investment in their agriculture as unpopular but Thailand itself has many conglomerates that have investments in foreign countries such as Lao PDR. Cites Thai Charoen Corporation as one of these conglomerates.
